esb_idx,jakarta_idx,brandName_esb,branchName_esb,latitude_esb,longitude_esb,brandName_jakarta,nama_restoran_jakarta,latitude_jakarta,longitude_jakarta,distance_m,name_similarity,token_overlap,match_confidence,match_reason
8992,58602,sancha,Sancha MAG,-6.145,106.893,sancha  artha gading,Sancha Mall Artha Gading,-6.146,106.892,156.8,0.577,0.333,0.85,close_contains_match
10725,55875,thai street,Thai street Wok Emporium,-6.128,106.789,do dee paidang thai street food and noodle ,Do Dee paidang Thai Street Food And Noodle Bar,-6.127,106.79,156.8,0.525,0.25,0.85,close_contains_match
1065,12212,bakerzin,Bakerzin Puri Indah Mall,-6.188,106.734,bakerzin  indah ,Bakerzin Puri Indah Mall,-6.189,106.733,156.8,0.718,0.5,0.8,moderate_distance_good_similarity
10741,51,the buffalo express,"The Buffalo Express, Tanjung Duren",-6.174,106.784,loving hut express,Loving Hut Express,-6.173,106.783,156.8,0.242,0.0,0.5,second_pass_relaxed
8721,19739,roti srikaya tan,Roti Srikaya Tan,-6.154,106.832,roti bakar bandung 19,Roti bakar Bandung 19,-6.155,106.831,156.8,0.229,0.0,0.5,second_pass_relaxed
5848,1809,lekker dan  kalideres,Lekker dan kopi kalideres,-6.144,106.703,burger king kalideres,Burger King Kalideres,-6.145,106.702,156.8,0.285,0.0,0.5,second_pass_relaxed
9302,263,shaburi  kintan,Shaburi Kintan Lippo Puri,-6.187,106.74,shaburi kintan   ,Shaburi Kintan Lippo Mall Puri,-6.188,106.739,156.8,1.0,1.0,0.8,moderate_distance_good_similarity
5065,10507,kims food,kims food,-6.191,106.771, food,Warung Food,-6.192,106.77,156.8,0.685,0.5,0.85,close_contains_match
10953,8619,tokyo belly,"Tokyo Belly Ramen TO GO, Central Park",-6.177,106.791,sukiya tokyo bowls  noodle  central park ,Sukiya Tokyo Bowls & Noodle - Central Park Mall,-6.176,106.79,156.8,0.167,0.0,0.5,second_pass_relaxed
9718,17926, lamongan,Soto Lamongan ,-6.187,106.846, lamongan  bajaj,Soto Lamongan (Soto Bajaj),-6.188,106.845,156.8,0.718,0.5,0.8,moderate_distance_good_similarity
709,14173, goreng cabe ijo mas hendy,Ayam Goreng Cabe Ijo Mas Hendy Cab Cempaka Putih,-6.171,106.872, goreng cabe ijo mas hendy,Ayam Goreng Cabe Ijo Mas Hendy,-6.17,106.871,156.8,1.0,1.0,0.8,moderate_distance_good_similarity
5066,58573,kimukatsu,Kimukatsu Artha Gading,-6.145,106.893,kimukatsu  artha gading,Kimukatsu Mall Artha Gading,-6.146,106.892,156.8,0.608,0.333,0.85,close_contains_match
4930,9705, es jadoel,KEJ Kebon Jeruk (Grace),-6.19,106.765,es doger kedoya baru,Es Doger Kedoya Baru,-6.189,106.764,156.8,0.204,0.0,0.5,second_pass_relaxed
1886,53956,burgreens,Burgreens Mall of Indonesia,-6.151,106.893,burgreens  of   healthy plantbased ,Burgreens Mall of Indonesia - Healthy Plant-Based Eatery,-6.15,106.892,156.8,0.535,0.25,0.85,close_contains_match
3511,353,gion the sushi ,Gion Sushi Puri Indah Mall,-6.189,106.733,gion,Gion,-6.188,106.734,156.8,0.567,0.333,0.85,close_contains_match
5681,9154,la  and tea,HUBAR Taman Ratu,-6.17,106.769,papa  mama  and ,Papa & Mama Bistro and Coffee,-6.169,106.77,156.8,0.21,0.0,0.5,second_pass_relaxed
8651,49904,roastmary,ROASTMARY,-6.152,106.874,roastmary     sunter,Roastmary - Coffee & Eatery Sunter,-6.151,106.873,156.8,0.716,0.5,0.8,moderate_distance_good_similarity
5677,13399,la bonne chance,La Bonne Chance,-6.194,106.823,la moda,La Moda,-6.193,106.822,156.8,0.236,0.0,0.5,second_pass_relaxed
1114,8699,bakmi naga ,Bakmi Naga Resto Grand Paragon Mall,-6.151,106.816,bakmi naga  paragon ,Bakmi Naga Resto Paragon Mall,-6.152,106.817,156.8,0.781,0.667,0.8,moderate_distance_good_similarity
865,803, kremes pramesti,AKP KEDOYA,-6.181,106.762, kremes bude,Ayam Kremes Bude,-6.18,106.763,156.8,0.318,0.5,0.6,relaxed_wide_net
5126,47801,kitchenette,"Kitchenette, Mall Kelapa Gading",-6.156,106.909,kitchenette  ,Kitchenette Mall Kelapa Gading,-6.157,106.91,156.8,1.0,1.0,0.8,moderate_distance_good_similarity
8524,48290,rempah nyonya,Rempah Nyonya,-6.138,106.872,restoran rempah nyonya,Restoran Rempah Nyonya,-6.137,106.871,156.8,0.79,0.667,0.8,moderate_distance_good_similarity
10776,13457,the gade  gold,The Gade Kemenkomarves,-6.185,106.823,the japanese   sari pacific ,The Japanese Restaurant @ Sari Pacific Jakarta,-6.186,106.824,156.8,0.177,0.0,0.5,second_pass_relaxed
6478,46568,  cabe uleg rawamangun,Mie Ayam Cabe Uleg Rawamangun,-6.192,106.884,otantik restoran turki rawamangun,Otantik Restoran Turki Rawamangun,-6.193,106.885,156.8,0.236,0.0,0.5,second_pass_relaxed
242,47392,ai cha,Ai CHA PIK,-6.091,106.745,ai fan ,Ai Fan Restaurant,-6.092,106.746,156.81,0.333,0.5,0.6,relaxed_wide_net
1072,48188,bakmi aboen,BAKMI ABOEN PIK,-6.096,106.739,bakmi chopin,Bakmi Chopin,-6.095,106.74,156.81,0.342,0.5,0.6,relaxed_wide_net
11313,62557,waroeng teh aisah,Waroeng Teh Aisah,-6.12,106.903,baso cuanki teh ciyen,Baso cuanki teh ciyen,-6.119,106.902,156.81,0.209,0.0,0.5,second_pass_relaxed
6779,47591,mr park,BaekBan By Mr.Park,-6.091,106.747,baekban by mr park,Baekban by Mr. Park,-6.092,106.748,156.81,0.668,0.5,0.85,close_contains_match
7716,47662,pepper lunch,Pepper Lunch Pik Avenue,-6.11,106.741,pepper lunch pik avenue,Pepper Lunch PIK Avenue,-6.109,106.74,156.81,0.706,0.5,0.8,moderate_distance_good_similarity
1167,61459,bakmie si babeh,BAKMIE SI BABEH PLUIT,-6.122,106.788,bakmie hokkian medan,Bakmie Hokkian Medan,-6.121,106.789,156.81,0.251,0.0,0.5,second_pass_relaxed
8834,52073,salad stop,SaladStop! PIK Central Market,-6.091,106.746,fit green salad   co,Fit Green Salad Bar & Co,-6.09,106.745,156.81,0.23,0.0,0.5,second_pass_relaxed
9318,62548,shelltea koja,Shelltea Koja,-6.121,106.902,  cabe gerus koja 1,MIE AYAM CABE GERUS KOJA 1,-6.122,106.901,156.81,0.2,0.0,0.5,second_pass_relaxed
1498,493,bento yay sushi yay dimsum yay nayam fastfit  kulit pas kantong murame,YAY! Taman Palem,-6.123,106.71,fastfit  citra garden,Fastfit - Citra Garden,-6.124,106.709,156.81,0.121,0.0,0.5,second_pass_relaxed
9662,47612,solo pizza,Solo Pizza PIK,-6.09,106.742, solo samrat golf island pik,BAKSO SOLO SAMRAT GOLF ISLAND PIK,-6.091,106.741,156.81,0.18,0.0,0.5,second_pass_relaxed
11263,63582,warkop pinggir jalan wpj,Warkop Pinggir Jalan (WPJ),-6.12,106.886,warkop bang zay,Warkop bang zay,-6.121,106.885,156.81,0.236,0.0,0.5,second_pass_relaxed
8335,48987,regalos warkop,regalos warkop,-6.116,106.906,warkop dki,Warkop DKI,-6.115,106.905,156.81,0.283,0.5,0.6,relaxed_wide_net
11284,52266,waroeng ibu jun,Waroeng Ibu Jun,-6.109,106.9,seblak ibu enap,Seblak Ibu Enap,-6.108,106.901,156.81,0.22,0.0,0.5,second_pass_relaxed
10691,37321,teras  nenek,Teras Rumah Nenek,-6.363,106.879,teras  nenek,Teras Rumah Nenek,-6.363,106.881,221.02,1.0,1.0,0.8,moderate_distance_good_similarity
5005,41615,kembang tahu,Kembang tahu,-6.336,106.852,tahu kriuk yes kalisari,Tahu Kriuk YES Kalisari,-6.336,106.854,221.03,0.149,0.0,0.5,second_pass_relaxed
8626,29645,rinis food  culinary,Rini's Food & Culinary,-6.317,106.829,wahab frozen food,Wahab Frozen Food,-6.317,106.827,221.04,0.197,0.0,0.5,second_pass_relaxed
11295,41308,waroeng sambal bakar,Waroeng Sambal Bakar Cipayung,-6.327,106.902, penyet sambal ranjau  dekat taman cempaka,Ayam Penyet Sambal Ranjau - Dekat Taman Cempaka,-6.327,106.904,221.04,0.18,0.0,0.5,second_pass_relaxed
8793,25105,sai ramen,SAI RAMEN AEON MALL TANJUNG BARAT,-6.306,106.838,sai ramen 再ラーメン aeon  tanjung barat,SAI RAMEN 再ラーメン AEON Mall Tanjung Barat,-6.306,106.84,221.04,0.559,0.333,0.7,moderate_contains_match
4977,23908, roti bakar keibar,Keibar - Karang Tengah,-6.311,106.779,roti bakar keibar karang tengah,ROTI BAKAR KEIBAR KARANG TENGAH,-6.311,106.781,221.04,0.752,0.6,0.8,moderate_distance_good_similarity
11383,31427, padang makmur,Warung Padang Makmur - Pasar Minggu(Temporaryclose,-6.291,106.821, padang makmur,Warung Padang Makmur,-6.291,106.823,221.05,1.0,1.0,0.8,moderate_distance_good_similarity
4100,21374,happy sheep,Happy Sheep Citos,-6.292,106.799,happy sheep hot pot and shao kao,Happy Sheep Hot Pot and Shao Kao,-6.292,106.801,221.05,0.568,0.286,0.7,moderate_contains_match
574,24249, bakar dan  betawi ibu titin ragunan,ayam bakar dan soto betawi ibu titin ragunan,-6.3,106.819,sabana fried chicken  ragunan,Sabana Fried Chicken - Ragunan,-6.3,106.821,221.05,0.17,0.0,0.5,second_pass_relaxed
2644,42693,dimsum salmon,Dimsum Salmon Condet,-6.287,106.853, mini  dimsum salmon condet,Gerai Mini Kitchen Dimsum Salmon Condet,-6.287,106.855,221.05,0.705,0.5,0.8,moderate_distance_good_similarity
859,25939, kremes pramesti,"Ayam Kremes Pramesti, Fatmawati",-6.302,106.795, kremes depot lamongan dapsus,Ayam Kremes DEPOT LAMONGAN DAPSUS,-6.302,106.797,221.05,0.233,0.0,0.5,second_pass_relaxed
7810,35415,pisang madu pasti,SEBESEK PISANG MADU - MOSS CAFE,-6.297,106.793,pisang goreng krenyes ok,Pisang Goreng Krenyes OK,-6.297,106.795,221.05,0.198,0.0,0.5,second_pass_relaxed
7873,20464,pizza head,Pizza Head Lebak Bulus,-6.302,106.793,mm juice  head office,MM Juice Restaurant (Head Office),-6.302,106.795,221.05,0.2,0.0,0.5,second_pass_relaxed
8143,24412,ramen ya,Ramen YA! Pejaten Village,-6.281,106.827,ramen ya pejaten ,Ramen Ya! Pejaten Mall,-6.281,106.829,221.05,0.767,0.667,0.8,moderate_distance_good_similarity
2497,25545,dairy queen mfgi,Dairy Queen Lippo Mall Kemang,-6.262,106.815,dairy queen kemvil,Dairy Queen Kemvil,-6.262,106.813,221.06,0.447,0.667,0.75,token_overlap_close
9069,34579,sate taichan radysa,Sate Taichan Radysa,-6.272,106.762,sate taichan mafia,Sate Taichan Mafia,-6.272,106.764,221.06,0.443,0.667,0.75,token_overlap_close
721,25475, goreng sekandang,Ayam Goreng Sekandang - Veteran,-6.26,106.766, goreng sekandang veteran,"Ayam Goreng Sekandang, Veteran",-6.26,106.764,221.06,0.807,0.667,0.8,moderate_distance_good_similarity
2981,25340,es coklat panjang umur,Es Coklat Panjang Umur,-6.27,106.762, kocok badung dan es teller 33,Mie Kocok Badung dan Es Teller 33,-6.27,106.764,221.06,0.103,0.0,0.5,second_pass_relaxed
5981,25307,lot butter,Lot Butter - LCC Bintaro,-6.271,106.763,lot 9,Lot 9,-6.271,106.765,221.06,0.293,0.5,0.6,relaxed_wide_net
7880,24721,pizza marzano,PM PONDOK INDAH MAL,-6.265,106.781,pizza marzano,Pizza Marzano,-6.265,106.783,221.06,1.0,1.0,0.8,moderate_distance_good_similarity
2521,25415,dapur bang je,Dapur Bang Je,-6.273,106.762, bang ipin jl rc veteran raya,Warung Bang Ipin (Jl. RC. Veteran Raya),-6.273,106.764,221.06,0.152,0.0,0.5,second_pass_relaxed
6316,39207,marugame udon,M039. JATIWARINGIN,-6.251,106.907,marugame udon,Marugame Udon,-6.251,106.909,221.07,1.0,1.0,0.8,moderate_distance_good_similarity
2041,26534,cendol pandan,Cendol Pandan All Fresh Gatsu,-6.241,106.837,cendol pandan  all fresh gatsu,Cendol Pandan - All Fresh Gatsu,-6.241,106.839,221.07,0.646,0.4,0.7,moderate_contains_match
6896,36258,  ori,NASI AYAM ORI TEBET,-6.242,106.851,  ori tebet,"Nasi Ayam ORI, Tebet",-6.242,106.853,221.07,0.65,0.5,0.65,relaxed_moderate
6306,25215,marugame udon,M002. GANDARIA CITY,-6.245,106.782,marugame udon,Marugame Udon,-6.245,106.784,221.07,1.0,1.0,0.8,moderate_distance_good_similarity
6419,32569,melas dining  lounge,MELAS Venue & Dining,-6.237,106.788,la tierra xii  and lounge,La Tierra XII Bistro and Lounge,-6.237,106.79,221.07,0.211,0.0,0.5,second_pass_relaxed
2333,27325,d ten,D TEN,-6.24,106.822,mcdonalds menara tendean m ten,McDonald's Menara Tendean (M TEN),-6.24,106.824,221.07,0.152,0.0,0.5,second_pass_relaxed
3400,36140,geprek gold chick,TEGAL PARANG,-6.243,106.832, bakar sambel rujak dan  geprek neng anggi,Ayam bakar sambel rujak dan ayam geprek neng anggi,-6.243,106.834,221.07,0.15,0.0,0.5,second_pass_relaxed
584,37018, bakar pak atok bintaro,AYAM BAKAR PAK ATOK BINTARO,-6.239,106.827, pak kabul wonogiri kuningan barat,Bakso pak kabul wonogiri kuningan barat,-6.239,106.825,221.07,0.115,0.0,0.5,second_pass_relaxed
3162,20402,five monkeys,Five Monkeys Burgers - Panglima Polim,-6.251,106.796,five monkeys burger  panglima polim,Five Monkeys Burger - Panglima Polim,-6.251,106.798,221.07,0.617,0.4,0.7,moderate_contains_match
3778,15910,gozaru,Gozaru Senayan,-6.213,106.798,gozaru  senayan,Gozaru Resto Senayan,-6.213,106.8,221.08,0.68,0.5,0.7,moderate_contains_match
3938,20256,gyukaku,Gyu-kaku Prime Pasific Place,-6.224,106.808,gyukaku prime at pacific place ,Gyu-Kaku Prime at Pacific Place Mall,-6.224,106.81,221.08,0.494,0.2,0.7,moderate_contains_match
1025,23763,bakehouse kokas,Bakehouse Kokas,-6.224,106.843,  lamongan kokas,Warung Soto Lamongan Kokas,-6.224,106.841,221.08,0.299,0.5,0.6,relaxed_wide_net
28,43633,dapur ab3,Dapur AB-3,-6.223,106.887,dapur mbah lasinemlontong medan deli,Dapur Mbah Lasinem/Lontong medan deli,-6.223,106.885,221.08,0.16,0.0,0.5,second_pass_relaxed
9743,31621,soul padel club,Soul Padel Club ,-6.222,106.78,hit club permata hijau,HIT Club Permata Hijau,-6.222,106.782,221.08,0.148,0.0,0.5,second_pass_relaxed
3458,43782,geprek gold chick,PISANGAN LAMA,-6.211,106.879, geprek tibatiba pisangan,Ayam Geprek Tiba-Tiba Pisangan,-6.211,106.877,221.08,0.197,0.0,0.5,second_pass_relaxed
8044,13593,putu made,Putumade Senayan Park,-6.212,106.805,putu made spark,"Putu Made, Spark",-6.212,106.803,221.08,0.792,0.667,0.8,moderate_distance_good_similarity
7247,335,ocean 8,Ocean 8 Lippo Mall Puri,-6.19,106.738,ocean 8 seafood  dimsum     ,Ocean 8 Seafood & Dimsum Bar - Lippo Mall Puri,-6.19,106.74,221.09,0.645,0.5,0.7,moderate_contains_match
3028,17878,fajar fried chiken,Fajar fried chiken,-6.187,106.846,hisana fried chicken,Hisana Fried Chicken,-6.187,106.848,221.09,0.317,0.0,0.5,second_pass_relaxed
6936,17949, goreng mawar,Nasi goreng mawar ,-6.187,106.846, goreng gila topan,Nasi Goreng Gila Topan,-6.187,106.848,221.09,0.286,0.0,0.5,second_pass_relaxed
8619,46621,richeese factory,RAWAMANGUN,-6.193,106.884,richeese factory rawamangun,Richeese Factory Rawamangun,-6.193,106.886,221.09,0.79,0.667,0.8,moderate_distance_good_similarity
4335,13428,hongkong live seafood,Hongkong Live Seafood - Citywalk Sudirman,-6.209,106.818,liu li palace seafood ,Liu Li Palace Seafood Restaurant,-6.209,106.82,221.09,0.238,0.0,0.5,second_pass_relaxed
188,5204,abuba,Abuba Steak Jalan Panjang,-6.209,106.768,abuba steak,Abuba Steak,-6.209,106.77,221.09,0.688,0.5,0.7,moderate_contains_match
3973,45092,hr food,H&R FOOD AMALIA,-6.209,106.935,seblak princess kaela food,Seblak Princess Kaela Food,-6.209,106.937,221.09,0.189,0.0,0.5,second_pass_relaxed
9055,3557,sate taichan nyotnyot,Sate Taichan Nyot Nyot Slipi,-6.189,106.801,sate taichan bang dul kemal,Sate Taichan Bang Dul KEMAL,-6.189,106.799,221.09,0.308,0.0,0.5,second_pass_relaxed
1583,15641,bite snack,Bite snack 1,-6.187,106.846,sentiong snack berkah,Sentiong Snack Berkah,-6.187,106.848,221.09,0.235,0.0,0.5,second_pass_relaxed
6198,18961,mangkokku,Mangkokku - Cikini (OLD),-6.192,106.841,mangkokku cikini,Mangkokku Cikini,-6.192,106.843,221.09,0.716,0.5,0.8,moderate_distance_good_similarity
2100,4327,chicken crush x,Chicken Crush X Mall Puri Indah,-6.189,106.735,jia jia singapore rice chicken  indah ,Jia Jia Singapore Rice Chicken Puri Indah Mall,-6.189,106.733,221.09,0.163,0.0,0.5,second_pass_relaxed
8120,13919,ramen ya,Ramen YA! Grand Indonesia,-6.195,106.818,sugakiya ramen  ,Sugakiya Ramen Grand Indonesia,-6.195,106.82,221.09,0.27,0.5,0.6,relaxed_wide_net
7587,16059,pecel lele tono,Pecel Lele Tono,-6.205,106.808,seafood pecel lele pejompongan khas lamongan,Seafood Pecel Lele Pejompongan Khas Lamongan,-6.205,106.806,221.09,0.257,0.0,0.5,second_pass_relaxed
6653,39093,mo tahu aja,Mo Tahu Aja! Matraman,-6.205,106.86,tahu campur tahu tek matraman,"Tahu Campur, Tahu Tek Matraman,,",-6.205,106.858,221.09,0.202,0.0,0.5,second_pass_relaxed
11115,55067,uncle tetsu,Uncle T,-6.17,106.9,uncle laus fish soup,Uncle Lau's fish soup,-6.17,106.902,221.1,0.235,0.0,0.5,second_pass_relaxed
2629,9293,dimsum andria,Dimsum Andria Gudang,-6.181,106.782,dimsum andria,Dimsum Andria,-6.181,106.784,221.1,1.0,1.0,0.8,moderate_distance_good_similarity
10072,17144,starbucks,STARBUCKS CIDENG,-6.175,106.81,starbucks cideng,Starbucks Cideng,-6.175,106.812,221.1,0.716,0.5,0.8,moderate_distance_good_similarity
8792,37982,sai ramen,SAI RAMEN AEON MALL JGC,-6.172,106.95,tottori ramen,Tottori Ramen,-6.172,106.952,221.1,0.324,0.5,0.6,relaxed_wide_net
6202,8651,mangkokku,Mangkokku - Tanjung Duren (OLD),-6.174,106.784,mangkokku tanjung duren,Mangkokku Tanjung Duren,-6.174,106.786,221.1,0.602,0.333,0.7,moderate_contains_match
5188,16632,koedapan nusantara,Koedapan Nusantara Juanda (Temporary Close),-6.168,106.83,dapur nusantara menza by ikaptk,Dapur Nusantara “MENZA” by IKAPTK,-6.168,106.828,221.1,0.226,0.0,0.5,second_pass_relaxed
6298,15357,martabak pizza orins,MPO-114 Cempaka Putih Raya,-6.176,106.87,martabak pecenongan 78 cempaka putih,MARTABAK PECENONGAN 78 CEMPAKA PUTIH,-6.176,106.872,221.1,0.196,0.0,0.5,second_pass_relaxed
679,12048, gepuk pak gembus,AYAM GEPUK PAK GEMBUS - ABC KOSAMBI,-6.183,106.72,kupat tahu magelang pak kincling,Kupat tahu magelang pak kincling,-6.183,106.722,221.1,0.157,0.0,0.5,second_pass_relaxed
11095,8654,udon man,Neo Soho (Bazaar),-6.175,106.788,marugame udon neo soho ,"Marugame Udon, Neo Soho Mall",-6.175,106.79,221.1,0.2,0.0,0.5,second_pass_relaxed
11094,9049,udon man,Udon Man - Mall Ciputra,-6.168,106.785,udon man,Udon Man,-6.168,106.787,221.1,1.0,1.0,0.8,moderate_distance_good_similarity
8929,2722,sambal bakar ,002 SBI GROGOL,-6.166,106.796,sambal lada,Sambal Lada,-6.166,106.794,221.1,0.368,0.5,0.6,relaxed_wide_net
10069,8577,starbucks,STARBUCKS TOMANG RAYA,-6.177,106.797,starbucks tomang raya,Starbucks Tomang Raya,-6.177,106.799,221.1,0.613,0.333,0.7,moderate_contains_match
6651,51027,mo tahu aja,Mo Tahu Aja! Kelapa Kopyor,-6.168,106.903,tahu telor kikil,Tahu Telor Kikil,-6.168,106.901,221.1,0.191,0.0,0.5,second_pass_relaxed
7793,9388,pisang madu pasti,PISANG MADU PASTI - MOSS CAFE LEBAK BULUS,-6.155,106.791,pisang goreng khas pontianak pak chin,Pisang Goreng Khas Pontianak Pak Chin,-6.155,106.789,221.11,0.183,0.0,0.5,second_pass_relaxed
4784,2718,kantin aurora,KANTIN AURORA ,-6.151,106.82,kantin aneka rasa,Kantin Aneka Rasa,-6.151,106.818,221.11,0.3,0.0,0.5,second_pass_relaxed
6258,53516,maokan,Maokan Sunter,-6.144,106.865,maokan sunter,Maokan Sunter,-6.144,106.867,221.11,0.689,0.5,0.7,moderate_contains_match
666,3711, gepuk pak gembus,AGPG Gang Kancil Pekapuran,-6.151,106.814, goreng bumbu kacang pak usup,Ayam Goreng Bumbu Kacang Pak Usup,-6.151,106.812,221.11,0.207,0.0,0.5,second_pass_relaxed
2531,7681,dapur mama umma,Dapur Mama Umma,-6.142,106.757,tukang bubur kacang ijo mama arvan,Tukang bubur kacang ijo mama arvan,-6.142,106.755,221.11,0.172,0.0,0.5,second_pass_relaxed
11291,47823,waroeng rempah,Waroeng Rempah,-6.151,106.876,waroeng rempah,Waroeng Rempah,-6.151,106.878,221.11,1.0,1.0,0.8,moderate_distance_good_similarity
9146,51610,sec bowl,Sec Bowl Kelapa Gading,-6.148,106.909,butanoya japan pork bowl  bento  ,BUTANOYA Japan Pork Bowl & Bento - Kelapa Gading,-6.148,106.911,221.11,0.146,0.0,0.5,second_pass_relaxed
9064,51994,sate taichan nyotnyot,Sate Taichan Nyot Nyot Sunter Agung,-6.15,106.882,sate  madura,Sate Ayam Madura,-6.15,106.884,221.11,0.231,0.0,0.5,second_pass_relaxed
3384,48302,genki sushi,GK SUNTER MALL,-6.139,106.867,chiyo sushi,CHIYO SUSHI,-6.139,106.865,221.11,0.324,0.5,0.6,relaxed_wide_net
494,2184,asinan betawi,Asinan Betawi,-6.151,106.716, betawi kusuma ayu  kantin  daan mogot,Soto Betawi Kusuma Ayu - Kantin Mall Daan Mogot,-6.151,106.714,221.11,0.132,0.0,0.5,second_pass_relaxed
7196,11108,nuansa  kejayaan,Nuansa Kopi Kejayaan,-6.156,106.817, penyet kejayaan,Ayam penyet kejayaan,-6.156,106.815,221.11,0.333,0.5,0.6,relaxed_wide_net
9711,51622, betawi juleha,SOTO BETAWI JULEHA,-6.147,106.907, betawi bang sawit,Soto Betawi Bang Sawit,-6.147,106.909,221.11,0.26,0.0,0.5,second_pass_relaxed
8141,47904,ramen ya,Ramen YA! Mall Kelapa Gading,-6.157,106.906,ramen seirockya jepang   2,Ramen Seirock-Ya Jepang Mall Kelapa Gading 2,-6.157,106.908,221.11,0.23,0.0,0.5,second_pass_relaxed
3615,12645,gold mount chicken,Gold Mount Chicken Jelembar Utara,-6.148,106.786,chicken ff 17 jelambar,Chicken FF 17 Jelambar,-6.148,106.788,221.11,0.172,0.0,0.5,second_pass_relaxed
7001,2371, sayur mbak parti,Nasi Sayur Mbak Parti Elang laut,-6.15,106.778,lontong sayur medan alien,Lontong Sayur Medan Alien,-6.15,106.78,221.11,0.228,0.0,0.5,second_pass_relaxed
1396,2395, goreng wahyoo,Pondok Lesehan Kebon Pisang,-6.153,106.785, goreng bahari,Nasi Goreng Bahari,-6.153,106.783,221.11,0.341,0.5,0.6,relaxed_wide_net
7517,47050,paradise dynasty,Paradise Dynasty Kelapa Gading,-6.157,106.908,momo paradise ,Momo Paradise Kelapa Gading,-6.157,106.91,221.11,0.299,0.5,0.6,relaxed_wide_net
3616,4611,gold mount chicken,Gold Mount Chicken Jelembar Utama,-6.153,106.785,a1 crispy fried chicken jelambar,A1 Crispy Fried Chicken Jelambar,-6.153,106.783,221.11,0.165,0.0,0.5,second_pass_relaxed
1561,50046,bijin nabe,Bijin Nabe,-6.157,106.908,bijin nabe by tsukada nojo mkg,Bijin Nabe by Tsukada Nojo MKG,-6.157,106.91,221.11,0.583,0.333,0.7,moderate_contains_match
6319,47308,marugame udon,M049. DANAU SUNTER UTARA,-6.141,106.855,marugame udon danau sunter utara,"Marugame Udon, Danau Sunter Utara",-6.141,106.857,221.11,0.633,0.4,0.7,moderate_contains_match
3418,58416,geprek gold chick,SUNTER,-6.139,106.861,geprek gaskeun,Geprek Gaskeun,-6.139,106.863,221.11,0.274,0.0,0.5,second_pass_relaxed
11973,56262,xing fu tang,Xing Fu Tang - Pluit Village Mall,-6.116,106.788,hong tang pluit village ,Hong Tang Pluit Village Mall,-6.116,106.79,221.12,0.187,0.0,0.5,second_pass_relaxed
1643,51855,boerayam,BOERAYAM,-6.122,106.791,boerayam,Boerayam,-6.122,106.789,221.12,1.0,1.0,0.8,moderate_distance_good_similarity
9353,48893,shihlin,Pluit Village,-6.116,106.79,shihlin pv,Shihlin PV,-6.116,106.788,221.12,0.747,0.5,0.8,moderate_distance_good_similarity
4702,5925,jupiter  uduk pagi sore,Citra garden 8,-6.126,106.699, uduk mpo nana,Nasi uduk Mpo Nana,-6.126,106.697,221.12,0.187,0.0,0.5,second_pass_relaxed
9156,47676,sec bowl,Sec Bowl Muara Karang,-6.11,106.738,bajo bowl,BAJO Bowl,-6.11,106.74,221.13,0.31,0.5,0.6,relaxed_wide_net
4190,49214,heng heng katong laksa,Heng Heng Katong Laksa Pluit,-6.112,106.782,laksa medan yoserizal,Laksa Medan Yoserizal,-6.112,106.78,221.13,0.15,0.0,0.5,second_pass_relaxed
9074,49112,satoe uduk,Satoe Uduk - Pantai Indah Kapuk,-6.112,106.741,satoe uduk,Satoe Uduk,-6.112,106.743,221.13,1.0,1.0,0.8,moderate_distance_good_similarity
7885,47425,pizza marzano,PM PIK AVENUE,-6.109,106.738,pizza marzano,Pizza Marzano,-6.109,106.74,221.13,1.0,1.0,0.8,moderate_distance_good_similarity
10967,47625,tokyo curry club,Tokyo Curry Club PIK Avenue,-6.109,106.738,1868 curry house,1868 Curry House,-6.109,106.74,221.13,0.23,0.0,0.5,second_pass_relaxed
5720,47622,lau lim mee pok,Lau Lim Mee Pok,-6.113,106.741,lau lim mee pok  kopitiam,Lau Lim Mee Pok & Kopitiam,-6.111,106.741,222.39,0.851,0.8,0.8,moderate_distance_good_similarity
3448,4357,geprek gold chick,MERUYA ILIR,-6.198,106.742,geprek nampol pasti nagih,Geprek Nampol pasti nagih,-6.2,106.742,222.39,0.224,0.0,0.5,second_pass_relaxed
3443,5137,geprek gold chick,KEBAYORAN LAMA,-6.224,106.778, geprek uda,Ayam Geprek Uda,-6.222,106.778,222.39,0.278,0.0,0.5,second_pass_relaxed
3466,45538,geprek gold chick,RADJIMAN,-6.188,106.923,sambung raja  geprek,Sambung Raja Ayam Geprek,-6.19,106.923,222.39,0.18,0.0,0.5,second_pass_relaxed
3410,38470,geprek gold chick,CIRACAS,-6.314,106.88, geprek cabe dower ciracas,Ayam geprek cabe dower Ciracas,-6.316,106.88,222.39,0.238,0.0,0.5,second_pass_relaxed
9525,12113,sky pasta,SKY PASTA JAKARTA BARAT,-6.206,106.783,sky pasta binus jakbar,Sky Pasta Binus Jakbar,-6.204,106.783,222.39,0.674,0.5,0.7,moderate_contains_match
1279,63050,baso aci  martabak lumpia,Baso Aci & Martabak Lumpia,-6.156,106.863, baso aci super hot,Kedai Baso Aci Super HoT,-6.154,106.863,222.39,0.29,0.5,0.6,relaxed_wide_net
